/home/saurabh/Downloads/audio2/Audio/20.wav,Who are your friends?
/home/saurabh/Downloads/audio2/Audio/25.wav,Hyundai Elite i20 facelift India launch confirmed at Auto Expo
/home/saurabh/Downloads/audio2/Audio/55.wav,Long screen exposure at work
/home/saurabh/Downloads/audio2/Audio/66.wav,CBI books billionaire
/home/saurabh/Downloads/audio2/Audio/86.wav,Donald Trump over NHS comments
/home/saurabh/Downloads/audio2/Audio/93.wav,Time has come to make a Brexit choice
/home/saurabh/Downloads/audio2/Audio/59.wav,Disturbing trend
/home/saurabh/Downloads/audio2/Audio/61.wav,announcements may help you save tax
/home/saurabh/Downloads/audio2/Audio/82.wav,Pakistan government to arrest him
/home/saurabh/Downloads/audio2/Audio/96.wav,speech sparks backlash
/home/saurabh/Downloads/audio2/Audio/14.wav,Indian scientists develop world's thinnest material with novel technique
/home/saurabh/Downloads/audio2/Audio/33.wav,iBall CompBook Premio
/home/saurabh/Downloads/audio2/Audio/31.wav,'HTC U12' With 5G Support
/home/saurabh/Downloads/audio2/Audio/83.wav,Muslim youngsters to attack
/home/saurabh/Downloads/audio2/Audio/78.wav,surprise Korean court verdict
/home/saurabh/Downloads/audio2/Audio/32.wav,Renault Kwid Superhero Edition
/home/saurabh/Downloads/audio2/Audio/12.wav,World's smallest satellite-carrying rocket launched
/home/saurabh/Downloads/audio2/Audio/69.wav,Boeing in talks with Indian Navy
/home/saurabh/Downloads/audio2/Audio/39.wav,customer who was charged for mobile repair under warranty period
/home/saurabh/Downloads/audio2/Audio/44.wav,20-month-olds ready to go home
/home/saurabh/Downloads/audio2/Audio/21.wav,Redmi 5 could be launched in India on February 14
/home/saurabh/Downloads/audio2/Audio/97.wav,UK Man With Autism Accused Of Hacking FBI
/home/saurabh/Downloads/audio2/Audio/28.wav,now reach out to Xiaomi on WhatsApp
/home/saurabh/Downloads/audio2/Audio/38.wav,Asus Zenfone 5
/home/saurabh/Downloads/audio2/Audio/45.wav,children in India not getting vaccinated on time
/home/saurabh/Downloads/audio2/Audio/58.wav,E-cigarettes 'should be on prescription'
/home/saurabh/Downloads/audio2/Audio/18.wav,A four-day meet on Astronomy begins at Hyderabad
/home/saurabh/Downloads/audio2/Audio/62.wav,Post Budget blues continue
/home/saurabh/Downloads/audio2/Audio/57.wav,Alarming increase in tobacco related cancer
/home/saurabh/Downloads/audio2/Audio/75.wav,Bitcoin newbies are getting crushed
/home/saurabh/Downloads/audio2/Audio/54.wav,Three parent babies business as usual?
/home/saurabh/Downloads/audio2/Audio/30.wav,Jeep Compass Trailhawk SUV
/home/saurabh/Downloads/audio2/Audio/8.wav,Inner Ear Helps Cheetah Run Fast
/home/saurabh/Downloads/audio2/Audio/73.wav,Trade setup for Tuesday
/home/saurabh/Downloads/audio2/Audio/37.wav,Intel made smart glasses that look normal
/home/saurabh/Downloads/audio2/Audio/80.wav,US ban Bitcoin buying with credit cards
/home/saurabh/Downloads/audio2/Audio/64.wav,Tata Motors Q3 profit surges
/home/saurabh/Downloads/audio2/Audio/95.wav,South Africa's ANC holds crunch talks
/home/saurabh/Downloads/audio2/Audio/40.wav,Vivo V7+ Infinite Red 'Limited Edition' Launched in India
/home/saurabh/Downloads/audio2/Audio/11.wav,Whales are at 'significant' risk from ocean microplastic
/home/saurabh/Downloads/audio2/Audio/71.wav,These Two Firms Are In Race
/home/saurabh/Downloads/audio2/Audio/7.wav,Dance of galaxies challenges current thinking on cosmology
/home/saurabh/Downloads/audio2/Audio/94.wav,PM Modi to focus on maritime relations
/home/saurabh/Downloads/audio2/Audio/13.wav,Twist in out-of-Africa theory
/home/saurabh/Downloads/audio2/Audio/27.wav,Sony Xperia L2 With Wide-Angle Selfie Camera
/home/saurabh/Downloads/audio2/Audio/15.wav,A fast moving 'Potentially Hazardous' asteroid will zoom past Earth
/home/saurabh/Downloads/audio2/Audio/6.wav,Two cosmonauts break record for longest Russian spacewalk
/home/saurabh/Downloads/audio2/Audio/16.wav,Super Blue Blood Moon and Lunar Eclipse in 60 seconds
/home/saurabh/Downloads/audio2/Audio/5.wav,ESA observes 15% decline in Earth's magnetic field
/home/saurabh/Downloads/audio2/Audio/99.wav,US begins reducing troops in Iraq
/home/saurabh/Downloads/audio2/Audio/53.wav,"Anxiety, Irritability May Increase Dog Bite Risk"
/home/saurabh/Downloads/audio2/Audio/10.wav,Amateur radio astronomer discovers long-lost satellite
/home/saurabh/Downloads/audio2/Audio/9.wav,Amateur radio astronomer discovers long-lost satellite
/home/saurabh/Downloads/audio2/Audio/34.wav,Google Flips the Switch on Its Pixel Visual Core
/home/saurabh/Downloads/audio2/Audio/87.wav,Oil tanker continues to be missing
/home/saurabh/Downloads/audio2/Audio/48.wav,Natural remedies to get rid of that annoying migraine pain
/home/saurabh/Downloads/audio2/Audio/41.wav,64 percent of antibiotic cocktails sold in India 'illegal'
/home/saurabh/Downloads/audio2/Audio/3.wav,Planets beyond Milky Way galaxy discovered for first time
/home/saurabh/Downloads/audio2/Audio/67.wav,States not in favour of petrol
/home/saurabh/Downloads/audio2/Audio/72.wav,Niti Aayog health index
/home/saurabh/Downloads/audio2/Audio/89.wav,Chinese shipping firm MD killed
/home/saurabh/Downloads/audio2/Audio/100.wav,community members visit India
/home/saurabh/Downloads/audio2/Audio/1.wav,Flexible battery inspired by human spine
