277.wav,"बाड़े की दीवार कच्ची थी। हीरा मजबूत तो था ही, अपने नुकीले सींग दीवार"
393.wav,‘हमारी जान को कोई जान ही नहीं समझता।’
306.wav,16/ क्षितिज
196.wav,हीरा ने कहाμचलें तो लेकिन कल इस अनाथ पर आफत आएगी। सब इसी पर
231.wav,‘उपाय यही है कि उस पर दोनों जने एक साथ चोट करें? मैं आगे से रगेदता
122.wav,"सहलाते नहीं। खिलाते हैं, तो रगड़कर जोतते भी हैं। ये दोनों ठहरे कामचोर, भाग"
84.wav,"आगे से खींचता, तो दोनों पीछे को जोर लगाते। मारता तो दोनों सींग नीचे करके"
77.wav,"दोनों साथ उठते, साथ नाँद में मुँह डालते और साथ ही बैठते थे। एक मुँह हटा लेता,"
386.wav,"जब दढ़ियल हारकर चला गया, तो मोती अकड़ता हुआ लौटा।"
4.wav,बी-ए- तक ही हो पाई। उन्होंने शिक्षा विभाग में नौकरी की परंतु असहयोग
90.wav,"संध्या समय दोनों बैल अपने नए स्थान पर पहुँचे। दिन-भर के भूखे थे, लेकिन"
228.wav,‘तो फिर यहीं मरो। बंदा तो नौ-दो-ग्यारह होता है।’
105.wav,घर और गाँव के लड़के जमा हो गए और तालियाँ बजा-बजाकर उनका स्वागत
391.wav,‘जो गोली मरवा दे?’
43.wav,"हानि-लाभ, किसी भी दशा में उसे बदलते नहीं देखा। ऋषियों-मुनियों के जितने गुण"
168.wav,भूख तो क्या शांत होती_ पर दोनों के हृदय को मानो भोजन मिल गया। यहाँ
381.wav,पीछे दौड़ा। गाँव के बाहर निकल जाने पर वह रुका_ पर खड़ा दढ़ियल का रास्ता देख
243.wav,तब दोनों ने उसे छोड़ दिया।
126.wav,दिया जाए।
274.wav,‘मुझसे तो अब कुछ नहीं होगा।’
325.wav,एक सप्ताह तक दोनों मित्र वहाँ बँधे पड़े रहे। किसी ने चारे का एक तृण भी न
36.wav,"इसका निश्चय नहीं किया जा सकता। गायें सींग मारती हैं, ब्याही हुई गाय तो"
185.wav,"‘हाँ, यह मैं स्वीकार करता हूँ, लेकिन इतनी मोटी रस्सी टूटेगी कैसे?’"
121.wav,स्त्री चिढ़ीμभागे इसलिए कि वे लोग तुम-जैसे बुद्धुओं की तरह बैलों को
24.wav,शफ़ारसी और अंग्रेजी के प्रचलित शब्दों का प्रयोग कुशलतापूर्वक
166.wav,रहे। घर के लोग भोजन करने लगे। उस वक्त छोटी-सी लड़की दो रोटियाँ
22.wav,"विशेषता है। उनकी भाषा सरल, सजीव एवं मुहावरेदार है तथा उन्होंने"
68.wav,में श्रेष्ठता का दावा करने वाला मनुष्य वंचित है। दोनों एक-दूसरे को चाटकर और
112.wav,"तीसरा बोलाμबैल नहीं हैं वे, उस जनम के आदमी हैं।"
47.wav,"नहीं है। देखिए न, भारतवासियों की अफ्रीका में क्या दुर्दशा हो रही है? क्यों अमरीका"
154.wav,"‘पड़ने दो, बैल का जन्म लिया है, तो मार से कहाँ तक बचेंगे?’"
278.wav,"में गड़ा दिए और जोर मारा, तो मि‘ी का एक चिप्पड़ निकल आया। फिर तो उसका"
85.wav,"हुँकारते। अगर ईश्वर ने उन्हें वाणी दी होती, तो झूरी से पूछतेμतुम हम गरीबों को"
46.wav,सद्गुणों का इतना अनादर कहीं नहीं देखा। कदाचित सीधापन संसार के लिए उपयुक्त
29.wav,यह कहानी आजादी के आंदोलन की भावना से जुड़ी है। इसके साथ ही इस कहानी में
56.wav,"लेकिन गधे का एक छोटा भाई और भी है, जो उससे कम ही गधा है, और वह"
245.wav,मोती ने अपनी सांकेतिक भाषा में कहाμमेरा जी तो चाहता था कि बच्चा को
270.wav,रहे हैं।
147.wav,कसम खा ली थी। वह मारते-मारते थक गया_ पर दोनों ने पाँव न उठाया। एक बार
162.wav,"कुशल हुई कि उसने इस वक्त मारपीट न की, नहीं तो मोती भी पलट पड़ता। उसके"
60.wav,शफ़ों में सर्वश्रेष्ठ कहेंगे_ मगर हमारा विचार ऐसा नहीं है। बैल कभी-कभी मारता
280.wav,साहस बढ़ा। इसने दौड़-दौड़कर दीवार पर चोटें कीं और हर चोट में थोड़ी-थोड़ी
211.wav,"आहट ले लेते थे, कोई आता तो नहीं है।"
23.wav,"अरबी, प़्"
208.wav,"‘उसे मार गिराते, तो दुनिया क्या कहती? वह अपना धर्म छोड़ दे, लेकिन हम"
282.wav,उसी समय कांजीहौस का चौकीदार लालटेन लेकर जानवरों की हाजिरी लेने आ
279.wav,प्रेमचंद /15
396.wav,खाने लगे। झूरी खड़ा दोनों को सहला रहा था और बीसों लड़के तमाशा देख रहे थे।
334.wav,आया और दोनों मित्रें के कूल्हों में उँगली गोदकर मुंशी जी से बातें करने लगा।
364.wav,‘इसे मैं मार गिराता हूँ।’
201.wav,गया ने पीछा किया। और भी तेज हुए। गया ने शोर मचाया। फिर गाँव के कुछ
20.wav,सरल भाषा में सीधे और संक्षेप में कहना प्रेमचंद के लेखन की प्रमुख
25.wav,किया है।
256.wav,"देखा, संगी संकट में हैं, तो लौट पड़ा। फँसेंगे तो दोनों फँसेंगे। रखवालों ने उसे भी"
55.wav,की सभ्य जातियों में गण्य बना दिया।
342.wav,दिन उसके पास तो रहेंगे। एक बार भगवान ने उस लड़की के रूप में हमें बचाया
287.wav,‘ऐसा जोर मारना किस काम का कि और बंधन में पड़ गए।’
238.wav,चाहता था कि एक-एक करके दोनों को गिरा ले_ पर ये दोनों भी उस्ताद थे। उसे
369.wav,झूरी द्वार पर बैठा धूप खा रहा था। बैलों को देखते ही दौड़ा और उन्हें बारी-बारी
371.wav,हाथ चाट रहा था।
66.wav,"मूक-भाषा में विचार-विनिमय करते थे। एक, दूसरे के मन की बात कैसे समझ जाता"
86.wav,क्यों निकाल रहे हो? हमने तो तुम्हारी सेवा करने में कोई कसर नहीं उठा रखी। अगर
349.wav,गिरते-पड़ते भागे जाते थे_ क्योंकि वह जरा भी चाल धीमी हो जाने पर जोर से डंडा
0.wav,
159.wav,10/ क्षितिज
198.wav,"दादा! दोनों बैल भागे जा रहे हैं, जल्दी दौड़ो।"
199.wav,12/ क्षितिज
93.wav,"नया गाँव, नए आदमी, उन्हें बेगानों-से लगते थे।"
346.wav,जाएँगे।’
59.wav,बेवकूप़्
153.wav,‘अबकी बड़ी मार पड़ेगी।’
164.wav,मसलहत है।
221.wav,शफ़ आ
314.wav,"हीरा ने कहाμबहुत मार पड़ेगी। लोग समझ जाएँगे, यह तुम्हारी शरारत है।"
401.wav,
61.wav,"भी है, कभी-कभी अड़ियल बैल भी देखने में आता है। और भी कई रीतियों से अपना"
136.wav,गाड़ी में जोता।
134.wav,2
388.wav,"‘अगर वह मुझे पकड़ता, तो मैं बे-मारे न छोड़ता।’"
174.wav,और रात को वही बालिका उन्हें दो रोटियाँ खिला जाती।
297.wav,"ऊपर से लगभग एक हाथ गिर गई। उसने दूनी शक्ति से दूसरा धक्का मारा, तो आधी"
192.wav,"खोले देती हूँ। चुपके से भाग जाओ, नहीं तो यहाँ लोग मार डालेंगे। आज घर में"
137.wav,दो-चार बार मोती ने गाड़ी को सड़क की खाई में गिराना चाहा_ पर हीरा ने
300.wav,सरपट भाग निकलीं। फिर बकरियाँ निकलीं। इसके बाद भैंसें भी खिसक गईं_ पर गधे
353.wav,कितना सुखी जीवन था इनका_ पर कितने स्वार्थी हैं सब। किसी को चिंता नहीं कि
210.wav,दोनों भूख से व्याकुल हो रहे थे। खेत में मटर खड़ी थी। चरने लगे। रह-रहकर
184.wav,"‘तुम तो किसी तरह निकलने ही नहीं देते। बताओ, तुड़ाकर भाग चलें।’"
82.wav,"अच्छा लगा या बुरा, कौन जाने, पर झूरी के साले गया को घर तक गोईं ले जाने"
360.wav,मोती ने कहाμहमारा घर नगीच आ गया।
362.wav,‘मैं तो अब घर भागता हूँ।’
373.wav,झूरी ने कहाμमेरे बैल हैं।
158.wav,"‘मुझे मारेगा, तो मैं भी एक-दो को गिरा दूँगा!’"
189.wav,मोटी रस्सी मुँह में न आती थी। बेचारे बार-बार जोर लगाकर रह जाते थे।
145.wav,नाँद की तरफ आँखें तक न उठाईं।
175.wav,प्रेम के इस प्रसाद की यह बरकत थी कि दो-दो गाल सूखा भूसा खाकर भी दोनों
316.wav,"अगर मुझ पर मार पड़े, तो क्या चिंता! इतना तो हो ही गया कि नौ-दस प्राणियों की"
264.wav,तो इतने कमजोर हो गए थे कि खड़े भी न हो सकते थे। सारा दिन दोनों मित्र फाटक
193.wav,सलाह हो रही है कि इनकी नाकों में नाथ डाल दी जाए।
96.wav,घर की तरप़्
148.wav,"जब उस निर्दयी ने हीरा की नाक पर खूब डंडे जमाए, तो मोती का गुस्सा काबू के"
372.wav,दढ़ियल ने जाकर बैलों की रस्सियाँ पकड़ लीं।
14.wav,गाँव और शहर के परिवेश को देखा और जिया उसकी अभिव्यक्ति उनके
365.wav,"‘नहीं-नहीं, दौड़कर थान पर चलो। वहाँ से हम आगे न जाएँगे।’"
336.wav,"क्यों टटोल रहा है, इस विषय में उन्हें कोई संदेह न हुआ। दोनों ने एक-दूसरे को भीत"
111.wav,दूसरे ने समर्थन कियाμइतनी दूर से दोनों अकेले चले आए।
330.wav,आ-आकर उनकी सूरत देखते और मन फीका करके चले जाते। ऐसे मृतक बैलों का
194.wav,"उसने गराँव खोल दिया, पर दोनों चुपचाप खड़े रहे।"
301.wav,अभी तक ज्यों-के-त्यों खड़े थे।
33.wav,"शफ़ कहना चाहते हैं, तो उसे गधा कहते हैं। गधा सचमुच"
31.wav,जानवरों में गधा सबसे ज्यादा बुद्धिहीन समझा जाता है। हम जब किसी आदमी को
83.wav,"में दाँतों पसीना आ गया। पीछे से हाँकता तो दोनों दाएँ-बाएँ भागते, पगहिया पकड़कर"
181.wav,"लड़की है, जो इस घर का मालिक है। यह बेचारी अनाथ न हो जाएगी?’"
197.wav,संदेह करेंगे। सहसा बालिका चिल्लाईμदोनों फूफावाले बैल भागे जा रहे हैं। ओ दादा!
378.wav,‘मेरे बैल हैं। इसका सबूत यह है कि मेरे द्वार पर खड़े हैं।’
165.wav,आज दोनों के सामने फिर वही सूखा भूसा लाया गया। दोनों चुपचाप खड़े
78.wav,तो दूसरा भी हटा लेता था।
142.wav,दोनों बैलों का ऐसा अपमान कभी न हुआ था। झूरी इन्हें फूल की छड़ी से भी
32.wav,परले दरजे का बेवकूप़्
163.wav,तेवर देखकर गया और उसके सहायक समझ गए कि इस वक्त टाल जाना ही
138.wav,संभाल लिया। वह ज्यादा सहनशील था।
288.wav,"‘जोर तो मारता ही जाऊँगा, चाहे कितने ही बंधन पड़ते जाएँ।’"
352.wav,"प्रसन्न थे, चिकने, चपल। कोई उछलता था, कोई आनंद से बैठा पागुर करता था।"
320.wav,"भोर होते ही मुंशी और चौकीदार तथा अन्य कर्मचारियों में कैसी खलबली मची,"
308.wav,"भागें या न भागें, और मोती अपने मित्र की रस्सी तोड़ने में लगा हुआ था। जब वह"
269.wav,"मोती ने सिर लटकाए हुए जवाब दियाμमुझे तो मालूम होता है, प्राण निकल"
204.wav,"से आए थे, उसका यहाँ पता न था। नए-नए गाँव मिलने लगे। तब दोनों एक खेत"
317.wav,जान बच गई। वे सब तो आशीर्वाद देंगे।
12.wav,निबंध एवं अन्य प्रकार का गद्य लेखन भी प्रचुर मात्र में किया। प्रेमचंद
234.wav,दोनों मित्र जान हथेलियों पर लेकर लपके। साँड को भी संगठित शत्रुओं से लड़ने
265.wav,की ओर टकटकी लगाए ताकते रहे_ पर कोई चारा लेकर आता न दिखाई दिया। तब
173.wav,"दोनों दिन-भर जोते जाते, डंडे खाते, अड़ते। शाम को थान पर बाँध दिए जाते"
361.wav,हीरा बोलाμभगवान की दया है।
368.wav,पीछे-पीछे दौड़ा चला आता था।
117.wav,"दिया होगा, तो क्या करते?"
252.wav,उसने एक न सुनी। अभी दो ही चार ग्रास खाए थे कि दो आदमी लाठियाँ लिए दौड़
106.wav,करने लगे। गाँव के इतिहास में यह घटना अभूतपूर्व न होने पर भी महत्वपूर्ण थी।
169.wav,भी किसी सज्जन का वास है। लड़की भैरो की थी। उसकी माँ मर चुकी थी।
129.wav,झूरी ने मजूर से कहाμथोड़ी-सी खली क्यों नहीं डाल देता बे?
178.wav,‘क्या करना चाहते हो?’
216.wav,"मोती ने देखाμखेल में झगड़ा हुआ चाहता है, तो किनारे हट गया।"
351.wav,राह में गाय-बैलों का एक रेवड़ हरे-हरे हार में चरता नजर आया। सभी जानवर
144.wav,"की व्यथा तो थी ही, उस पर मिला सूखा भूसा!"
239.wav,वह अवसर न देते थे। एक बार साँड झल्लाकर हीरा का अंत कर देने के लिए चला
69.wav,"सूँघकर अपना प्रेम प्रकट करते, कभी-कभी दोनों सींग भी मिला लिया करते"
283.wav,निकला। हीरा का उजंपन देखकर उसने उसे कई डंडे रसीद किए और मोटी-सी
326.wav,"डाला। हाँ, एक बार पानी दिखा दिया जाता था। यही उनका आधार था। दोनों इतने"
149.wav,"बाहर हो गया। हल लेकर भागा। हल, रस्सी, जुआ, जोत, सब टूट-टाट कर बराबर"
39.wav,"नहीं सुना, न देखा। जितना चाहो गरीब को मारो, चाहे जैसी खराब, सड़ी हुई घास"
44.wav,"हैं, वे सभी उसमें पराकाष्ठा को पहुँच गए हैं_ पर आदमी उसे बेवकूप़्"
132.wav,"‘न दादा, पीछे से तुम भी उन्हीं की-सी कहोगे।’"
102.wav,दोनों की आँखों में विद्रोहमय स्नेह झलक रहा है।
21.wav,4/ क्षितिज
120.wav,झूरी ने चिढ़ायाμचारा मिलता तो क्यों भागते?
356.wav,"उन्हें ले गया था। वही खेत, वही बाग, वही गाँव मिलने लगे। प्रतिक्षण उनकी चाल तेज"
313.wav,छोड़कर अलग हो जाऊँ।
249.wav,"‘अब घर कैसे पहुँचेंगे, वह सोचो।’"
97.wav,शफ़ चले। पगहे बहुत मजबूत थे। अनुमान न हो सकता था कि कोई बैल
200.wav,गया हड़बड़ाकर भीतर से निकला और बैलों को पकड़ने चला। वे दोनाें भागे।
118.wav,"स्त्री ने रोब के साथ कहाμबस, तुम्हीं तो बैलों को खिलाना जानते हो, और तो"
28.wav,"में नहीं मिलती, उसके लिए बार-बार संघर्ष करना पड़ता है। इस प्रकार परोक्ष रूप से"
311.wav,"मोती ने आँखों में आँसू लाकर कहाμतुम मुझे इतना स्वार्थी समझते हो, हीरा?"
38.wav,लेकिन कभी-कभी उसे भी क्रोध आ ही जाता है_ किंतु गधे को कभी क्रोध करते
392.wav,"‘मर जाऊँगा, पर उसके काम तो न आऊँगा।’"
263.wav,"गधे_ पर किसी के सामने चारा न था, सब जमीन पर मुरदों की तरह पड़े थे। कई"
340.wav,हैं। उन्हें हमारे ऊपर क्यों दया नहीं आती?
45.wav,शफ़ कहता है।
58.wav,में ‘बछिया के ताऊ’ का भी प्रयोग करते हैं। कुछ लोग बैल को शायद
18.wav,प्रेमचंद के कथा साहित्य का संसार बहुत व्यापक है। उसमें मनुष्य ही
170.wav,"सौतेली माँ उसे मारती रहती थी, इसलिए इन बैलों से उसे एक प्रकार की"
203.wav,गया। सीधे दौड़ते चले गए। यहाँ तक कि मार्ग का ज्ञान न रहा। जिस परिचित मार्ग
275.wav,‘बस इसी बूते पर अकड़ते थे!’
251.wav,"सामने मटर का खेत था ही। मोती उसमें घुस गया। हीरा मना करता रहा, पर"
309.wav,"हार गया, तो हीरा ने कहाμतुम जाओ, मुझे यहीं पड़ा रहने दो। शायद कहीं भेंट"
109.wav,8/ क्षितिज
291.wav,जानें बच जातीं। इतने भाई यहाँ बंद हैं। किसी की देह में जान नहीं है। दो-चार दिन
286.wav,‘अपने बूते-भर जोर तो मार दिया।’
329.wav,आदमी जमा हो गए। तब दोनों मित्र निकाले गए और उनकी देखभाल होने लगी। लोग
135.wav,दूसरे दिन झूरी का साला फिर आया और बैलों को ले चला। अबकी उसने दोनों को
182.wav,‘तो मालकिन को न फेंक दूँ। वही तो उस लड़की को मारती है।’
124.wav,"न दूँगी, खाएँ चाहें मरें।"
143.wav,न छूता था। उसकी टिटकार पर दोनों उड़ने लगते थे। यहाँ मार पड़ी। आहत-सम्मान
383.wav,रहा था। और मोती विजयी शूर की भाँति उसका रास्ता रोके खड़ा था। गाँव के लोग
299.wav,दीवार का गिरना था कि अधमरे-से पड़े हुए सभी जानवर चेत उठे। तीनों घोड़ियाँ
272.wav,चाहिए।’
62.wav,असंतोष प्रकट कर देता है_ अतएव उसका स्थान गधे से नीचा है।
389.wav,‘अब न आएगा।’
57.wav,"है ‘बैल’। जिस अर्थ में हम गधे का प्रयोग करते हैं, कुछ उसी से मिलते-जुलते अर्थ"
155.wav,‘गया दो आदमियों के साथ दौड़ा आ रहा है। दोनों के हाथों में लाठियाँ हैं।’
331.wav,कौन खरीदार होता?
157.wav,हीरा ने समझायाμनहीं भाई! खड़े हो जाओ।
75.wav,"गरदन पर रहे। दिन-भर के बाद दोपहर या संध्या को दोनों खुलते, तो एक-दूसरे को"
327.wav,"दुर्बल हो गए थे कि उठा तक न जाता था, ठठरियाँ निकल आई थीं।"
367.wav,हमारा थान है। दोनों दौड़कर अपने थान पर आए और खड़े हो गए। दढ़ियल भी
207.wav,‘तुम भी बेतहाशा भागे। वहीं उसे मार गिराना था।’
54.wav,सभ्य कहलाने लगते। जापान की मिसाल सामने है। एक ही विजय ने उसे संसार
171.wav,आत्मीयता हो गई थी।
30.wav,प्रेमचंद ने पंचतंत्र और हितोपदेश की कथा-पंरपरा का उपयोग और विकास किया है।
8.wav,प्रेमचंद की कहानियाँ मानसरोवर के आठ भागों में संकलित हैं।
355.wav,"सहसा दोनों को ऐसा मालूम हुआ कि यह परिचित राह है। हाँ, इसी रास्ते से गया"
123.wav,"निकले। अब देखूँ, कहाँ से खली और चोकर मिलता है! सूखे भूसे के सिवा कुछ"
400.wav,
73.wav,जिस वक्त ये दोनों बैल हल या गाड़ी में जोत दिए जाते और गरदन हिला-हिलाकर
183.wav,"‘लेकिन औरत जात पर सींग चलाना मना है, यह भूले जाते हो।’"
321.wav,"इसके लिखने की जरूरत नहीं। बस, इतना ही काप़्"
214.wav,"ठेलने लगे। मोती ने हीरा को कई कदम पीछे हटा दिया, यहाँ तक कि वह खाई"
399.wav,
250.wav,"‘पहले कुछ खा लें, तो सोचें।’"
130.wav,‘मालकिन मुझे मार ही डालेंगी।’
307.wav,आधी रात से ऊपर जा चुकी थी। दोनों गधे अभी तक खड़े सोच रहे थे कि
37.wav,"अनायास ही सिंहनी का रूप धारण कर लेती है। कुत्ता भी बहुत गरीब जानवर है,"
215.wav,में गिर गया। तब उसे भी क्रोध आया। संभलकर उठा और फिर मोती से मिल गया।
293.wav,"‘हाँ, यह बात तो है। अच्छा, तो ला, फिर मैं भी जोर लगाता हूँ।’"
387.wav,हीरा ने कहाμमैं डर रहा था कि कहीं तुम गुस्से में आकर मार न बैठो।
359.wav,18/ क्षितिज
292.wav,"और यही हाल रहा, तो सब मर जाएँगे।’"
80.wav,"वे क्यों भेजे जा रहे हैं। समझे, मालिक ने हमें बेच दिया। अपना यों बेचा जाना उन्हें"
232.wav,"हूँ, तुम पीछे से रगेदो, दोहरी मार पड़ेगी, तो भाग खड़ा होगा। मेरी ओर झपटे, तुम"
64.wav,"थेμदेखने में सुंदर, काम में चौकस, डील में ऊँचे। बहुत दिनों साथ रहते-रहते दोनों"
95.wav,"लेट गए। जब गाँव में सोता पड़ गया, तो दोनों ने जोर मारकर पगहे तुड़ा डाले और"
347.wav,नीलाम हो जाने के बाद दोनों मित्र उस दढ़ियल के साथ चले। दोनों की
295.wav,"हिम्मत बढ़ी। फिर तो वह दीवार में सींग लगाकर इस तरह जोर करने लगा, मानो"
40.wav,"सामने डाल दो, उसके चेहरे पर कभी असंतोष की छाया भी न दिखाई देगी। वैशाख"
322.wav,शफ़ी है कि मोती की खूब मरम्मत
312.wav,"हम और तुम इतने दिनों एक साथ रहे हैं। आज तुम विपत्ति में पड़ गए, तो मैं तुम्हें"
229.wav,‘और जो दौड़ाए?’
11.wav,पत्रिकाओं का संपादन भी किया। कथा साहित्य के अतिरिक्त प्रेमचंद ने
71.wav,दोस्तों में घनिष्ठता होते ही धौल-धप्पा होने लगता है। इसके बिना दोस्ती कुछ
258.wav,प्रातःकाल दोनों मित्र कांजीहौस में बंद कर दिए गए।
348.wav,"बोटी-बोटी काँप रही थी। बेचारे पाँव तक न उठा सकते थे, पर भय के मारे"
7.wav,महान कथाकार का देहांत हो गया।
384.wav,यह तमाशा देखते थे और हँसते थे।
94.wav,"दोनों ने अपनी मूक-भाषा में सलाह की, एक-दूसरे को कनखियों से देखा और"
101.wav,गरदनों में आधा-आधा गराँव लटक रहा है। घुटने तक पाँव कीचड़ से भरे हैं और
103.wav,झूरी बैलों को देखकर स्नेह से गद्गद हो गया। दौड़कर उन्हें गले लगा लिया।
13.wav,साहित्य को सामाजिक परिवर्तन का सशक्त माध्यम मानते थे। उन्होंने जिस
27.wav,संबंध का वर्णन किया है। इस कहानी में उन्होंने यह भी बताया है कि स्वतंत्रता सहज
128.wav,क्या खाएँ? आशा-भरी आँखों से द्वार की ओर ताकने लगे।
335.wav,उसका चेहरा देखकर अंतज्र्ञान से दोनों मित्रें के दिल काँप उठे। वह कौन है और उन्हें
15.wav,"कथा साहित्य में मिलती है। किसानों और मजदूरों की दयनीय स्थिति, दलितों"
281.wav,मि‘ी गिराने लगा।
357.wav,"होने लगी। सारी थकान, सारी दुर्बलता गायब हो गई। आह? यह लो! अपना ही हार आ"
242.wav,दोनों मित्रें ने दूर तक उसका पीछा किया। यहाँ तक कि साँड बेदम होकर गिर पड़ा।
233.wav,बगल से उसके पेट में सींग घुसेड़ देना। जान जोखिम है_ पर दूसरा उपाय नहीं है।’
358.wav,"गया। इसी कुएँ पर हम पुर चलाने आया करते थे, यही कुआँ है।"
119.wav,सभी पानी पिला-पिलाकर रखते हैं।
141.wav,"खली, चूनी सब कुछ दी।"
188.wav,"रात को जब बालिका रोटियाँ खिलाकर चली गई, दोनों रस्सियाँ चबाने लगे, पर"
108.wav,"अपने घर से रोटियाँ लाया, कोई गुड़, कोई चोकर, कोई भूसी।"
127.wav,"बैलों ने नाँद में मुँह डाला, तो फीका-फीका। न कोई चिकनाहट, न कोई रस!"
